epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0010101214260275983,0.023816902,0.0019215437117480476,0.033013467
1,0.000993691950594431,0.02365937,0.002367964759565743,0.0343393
2,0.0009299726027232251,0.022585997,0.0012020296500287351,0.025699839
3,0.0009191766672938471,0.02253845,0.000927266089254381,0.021854067
4,0.0008951213516367536,0.022251,0.0019125043137427197,0.03261741
5,0.0008584236885454956,0.022044957,0.0037912287761922444,0.046468657
6,0.0008305254310745533,0.021505432,0.0009357732532571069,0.023826573
7,0.0008089917827939255,0.021234853,0.001474281419252325,0.028345069
8,0.0007813485264678386,0.020585522,0.0014819655667019473,0.026322551
9,0.0007364769514129167,0.020418268,0.0020412191643929913,0.034634463
10,0.0007414434515176694,0.020295853,0.0034915890641000823,0.04436561
11,0.0007330553584098176,0.020133052,0.0029600070303969417,0.042761363
12,0.0007058952067776372,0.019869277,0.0017996756251437661,0.029655239
13,0.0006797021481655669,0.0195451,0.0014347244201683529,0.027075315
14,0.0006615109682850175,0.01896279,0.0010108836927849641,0.02697057
