epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.00024406179861788716,0.01164406,0.000405826772410115,0.015916957
1,0.0002406480256237513,0.011558818,0.0003709074870844276,0.015006557
2,0.00023486821775881367,0.011508018,0.00015552885451297028,0.009277506
3,0.00023347829019616112,0.0115343565,0.00052697566554092,0.017663954
4,0.00023270197867657273,0.011257525,0.0006816447027196126,0.017565038
5,0.00023503014812248875,0.011245908,0.0006386125739518773,0.019562481
6,0.0002363246399871916,0.011225506,0.00013112437956120727,0.008943669
7,0.00022879951977134949,0.011258609,0.0002615086636435906,0.012244489
8,0.0002271563329437616,0.011223002,0.00041320897151739266,0.014610159
9,0.00023265411238828067,0.011323264,0.00011684438321900942,0.007974299
10,0.00021974297552660607,0.011119692,0.00027105917692388026,0.011665871
11,0.0002272042300028683,0.010986468,0.00022039060403040666,0.010728878
12,0.00022577306019412637,0.01122325,0.00026161631759423433,0.01400181
13,0.00021856419065306143,0.011056571,0.0008463256374419293,0.020268336
14,0.00022652607326292733,0.011125483,0.00035366122161767415,0.013965742
