epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.000906987576557378,0.021706155,0.004723111966258323,0.048664678
1,0.0008718427133817726,0.021139897,0.0017722098851070652,0.029552544
2,0.0008947674669402243,0.021291899,0.0028168985220968245,0.038706228
3,0.0008734605066383385,0.021387279,0.0025367562926005907,0.03344275
4,0.0008577120469727067,0.020979825,0.0019532366949706584,0.03416084
5,0.0008760912121893853,0.021280974,0.0022337806934775127,0.035874873
6,0.0008383864803611899,0.02083783,0.008155088304993643,0.06315849
7,0.000837386091162781,0.020746522,0.0009683132161838917,0.023143945
8,0.0008904662955994258,0.02148603,0.0015791849079863425,0.026439227
9,0.000818940007914297,0.02045096,0.0014704250450597095,0.029609293
10,0.0008654215866048835,0.02087811,0.0015501579325254485,0.028394891
11,0.0008314066168444418,0.020539146,0.0022819961420224586,0.031920187
12,0.0007970187387951677,0.020315241,0.0012765022428456775,0.027217718
13,0.0008236608928919877,0.020495757,0.000880520940474926,0.02234322
14,0.0008031796410413398,0.020497004,0.0012603137315263504,0.025303613
