epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.14311525491850258,0.27734512,0.11405037927246911,0.26198432
1,0.03673295758171671,0.1407318,0.03650475136726816,0.1366166
2,0.017393666868258408,0.09667702,0.023400068196525115,0.1125432
3,0.010362596571157434,0.074855834,0.013784146286220302,0.087755226
4,0.006839361029445276,0.06176312,0.009991592254445174,0.07316436
5,0.005112060853375202,0.053700168,0.008988315917489623,0.07672385
6,0.0041779863837643795,0.047976017,0.020751755471850975,0.11568898
7,0.003522565462315314,0.04430483,0.0040371026452108525,0.048621994
8,0.0029891614996384766,0.041270025,0.010453942521965577,0.07565613
9,0.002556526509644213,0.037520807,0.0017326954919757826,0.032999694
10,0.002287888178535568,0.035898715,0.007768931368274976,0.066416875
11,0.0020493874455453326,0.03371996,0.007577460746257638,0.062612094
12,0.0018226817287086965,0.0316533,0.002487062955292586,0.040869202
13,0.0017582408409782542,0.031125043,0.0015869924316505746,0.0280799
14,0.0015405244298138387,0.028575009,0.0013729726657782017,0.029363682
