epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0011302160050435633,0.024478626,0.0038730118187726595,0.046796065
1,0.001212292553003343,0.024736784,0.0010132160918607724,0.024188753
2,0.001133676284015375,0.024463011,0.0014795330752012236,0.029526673
3,0.0011470590618735518,0.024365632,0.002732465177487199,0.04106407
4,0.001149784987082295,0.024305344,0.0012522980316686187,0.028211873
5,0.0011272022851217967,0.024310192,0.0054097300741593295,0.04784616
6,0.001134060468423073,0.024176758,0.001403001264373067,0.02833479
7,0.001141810695206981,0.024088986,0.0033346614172983903,0.03973113
8,0.0010872737537441573,0.024028728,0.0028932856544291335,0.03891349
9,0.0011060320148724163,0.023911525,0.0006020796466477337,0.017830525
10,0.001082750950980555,0.0237094,0.0013040770952583041,0.027423855
11,0.00110825011369324,0.024059879,0.0012459915635071555,0.026694043
12,0.0010826191424827172,0.02396601,0.0026390081465433846,0.035739645
13,0.001080159642268128,0.023629779,0.0048825034167161085,0.04874398
14,0.0010471216102109825,0.023234658,0.0017711371570237576,0.033009436
