epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0011054078218530566,0.023661232,0.0027529891606455094,0.0355538
1,0.0011059874107974277,0.023774877,0.0009268502864855132,0.02311577
2,0.001060908103153807,0.023198862,0.002239446380548711,0.034453932
3,0.0010384932133504436,0.023204172,0.0016845567434178017,0.029484617
4,0.0011686021244688971,0.023381641,0.003334085794425882,0.039389264
5,0.00106581771353066,0.023627765,0.002471506324338486,0.036870506
6,0.0010374061669529589,0.02304268,0.0030710033106260766,0.037934624
7,0.0010513200797905616,0.023354633,0.0014740060671568226,0.028107574
8,0.0010211178171204227,0.022921572,0.0014049986373490015,0.0282536
9,0.0009982609886356661,0.022826808,0.002487024559210483,0.034394614
10,0.0010101598781444517,0.022849837,0.0008368481940728624,0.0220821
11,0.000992742865740701,0.022691239,0.0027834443326629427,0.03720953
12,0.0009973955477815331,0.02244637,0.0019476485845070963,0.03027839
13,0.0010182533238438385,0.022750212,0.0008817150438618329,0.020907314
14,0.00097666785882031,0.022481544,0.0009851454418546182,0.022229493
