epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0017037971951478922,0.03105242,0.0020963528498413424,0.03734415
1,0.001360016681051706,0.02800952,0.005781743325136393,0.062319595
2,0.0017096098103223534,0.03144171,0.0014243881551303194,0.028374862
3,0.0014066466473964209,0.028602328,0.005967651647133588,0.055781778
4,0.001484935045342892,0.029176153,0.0054575333667692735,0.059205018
5,0.0013023800284336887,0.02702857,0.0013357920297503718,0.026920266
6,0.0015011087827487132,0.029138621,0.006081546219172167,0.06723637
7,0.0016138335677251573,0.03010011,0.0017761188235979138,0.03413593
8,0.001499167116663637,0.029146574,0.0010008792438121708,0.024189807
9,0.0013733623175028514,0.02766946,0.001425460954779432,0.028661983
10,0.0017348525709773202,0.031800807,0.001363569145503832,0.027609672
11,0.0011569983091067786,0.02557704,0.004941767454195694,0.054909505
12,0.001335969669237304,0.02731134,0.0034731490818468366,0.049128853
13,0.0016147884060648974,0.030030176,0.0011148517598375787,0.026546977
14,0.0013582545838081441,0.027988149,0.0020411097679600538,0.03252003
