epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0012756485266148176,0.025688028,0.0033189071441960915,0.040178966
1,0.0012628609731762336,0.025474766,0.0021499212269612267,0.034095276
2,0.0012159954236402527,0.025212558,0.0036809802865793275,0.04294282
3,0.0012343905805983668,0.024810648,0.003787062724187645,0.035606023
4,0.0012135971507283184,0.02477285,0.0024673352801354133,0.037187546
5,0.0011627911369496145,0.0245496,0.005707505222425437,0.05744425
6,0.0011753053564457008,0.024820987,0.0012725587655729224,0.027284553
7,0.0012074120595298042,0.024815297,0.0014360326951319354,0.02830816
8,0.0011300788248254688,0.0243134,0.0019532315981132388,0.032700427
9,0.001179280069170487,0.024581004,0.00406062105227637,0.044236492
10,0.0011983335938297493,0.024748214,0.0033903570965644232,0.040867426
11,0.001124100579027773,0.02432258,0.007637196853911642,0.06526174
12,0.0011071510246669723,0.023899611,0.0013951903237136292,0.027482335
13,0.0011148098978951398,0.024093568,0.0049663367671534215,0.047402546
14,0.0011163585273127408,0.023829559,0.003363183338576125,0.042884827
