epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.00017955895177428248,0.009708904,0.00023992441966090068,0.01116664
1,0.00018010818767048582,0.009836961,0.00034836420391880647,0.013936034
2,0.00018273821006143165,0.009719288,4.650035749281068e-05,0.005031029
3,0.0001782766998261604,0.009749419,0.0009473004646266608,0.020532703
4,0.00017486843806915388,0.00959369,0.0005549522426737586,0.016634876
5,0.00017832902494819978,0.0096997395,0.00011098836119171147,0.008437604
6,0.00017027625556240774,0.009616053,6.15308947216498e-05,0.005972465
7,0.00017293379899240306,0.00973822,0.0006761039277927434,0.01894314
8,0.00017985410151849802,0.009715777,0.0005914371474940999,0.018346485
9,0.00016800168657648732,0.009431735,0.0003233361726297696,0.01340641
10,0.00016877319836853394,0.009575577,0.00021666176943581415,0.010179798
11,0.0001703941371539773,0.009533949,0.00036791340248013227,0.013382217
12,0.00017740779297772477,0.009836509,8.588700425627483e-05,0.0070315716
13,0.00016783386818571653,0.0096357595,0.00035736305002792356,0.014583464
14,0.0001681711735960711,0.009596508,0.00017241843939088633,0.010100455
