epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0009172971462773232,0.021724226,0.0012867585905785997,0.026563797
1,0.0008986921614040847,0.021734932,0.003475288638065599,0.039533824
2,0.0008833425570321754,0.021658257,0.0035381091875628583,0.04124429
3,0.0009086004290791066,0.021514969,0.005786104146623259,0.048520878
4,0.0008843100529632075,0.021430556,0.002184867694901896,0.03564544
5,0.0008870217288936972,0.021563018,0.0032863320017800213,0.041402515
6,0.0008975518202365715,0.021711117,0.0012725109750886573,0.024576338
7,0.0008717033326406891,0.021408767,0.0022940552148625628,0.033544857
8,0.0008932832857812307,0.021456262,0.0023126405484148477,0.03624175
9,0.0008708985645643144,0.02126199,0.0019208238655237068,0.036090102
10,0.0008662919027776126,0.021174876,0.003782742733047813,0.044000898
11,0.0008476323574083367,0.021058442,0.0016434121418063483,0.030065117
12,0.0008695399715089717,0.021482108,0.0009821175605707597,0.022840044
13,0.0008211218269498634,0.020705493,0.0046515581364862365,0.050011028
14,0.0008592917875927717,0.02130025,0.0015001346423413491,0.02636619
