epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0007625334638729505,0.019933205,0.0034762085749074304,0.03768731
1,0.0007612425926385675,0.019822834,0.0008501178034468093,0.02104578
2,0.0007583376054521527,0.019901494,0.0019945822101761416,0.034065295
3,0.0007572011678346818,0.019821476,0.00244106374747968,0.029628385
4,0.0007791454211218703,0.019919004,0.0009575400554438664,0.024228726
5,0.0007469863514974422,0.019378481,0.0019814587683684793,0.033462875
6,0.0007489711082307232,0.019706812,0.0012593978885931147,0.022890814
7,0.0007418479913807784,0.019581737,0.0014288327470518502,0.02830701
8,0.0007321159828446047,0.019305605,0.0024640662373195434,0.033370983
9,0.0007440444138534384,0.019452244,0.0019616434473432175,0.02963634
10,0.0007310039133906222,0.019476494,0.001769883095877688,0.032194197
11,0.0007265707318935804,0.019455234,0.002508814854625717,0.035529528
12,0.000725899654030459,0.019468818,0.0016987590209123033,0.027692346
13,0.0007497756306568713,0.019392965,0.003941258492102017,0.043157153
14,0.0007248543405288779,0.019135382,0.001395090387869135,0.028463311
