epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0020684080844023196,0.033050887,0.002968732993491284,0.038696922
1,0.0020266756647912025,0.032890055,0.008904615400682048,0.06084149
2,0.0019628055195544305,0.032202832,0.008523647910852453,0.07542329
3,0.001977611407490567,0.03235775,0.0027837688488951524,0.040131617
4,0.0019475058915476337,0.031790707,0.0038041181437794974,0.045361225
5,0.0018696215152550328,0.03175883,0.0037916311334145495,0.046396047
6,0.001816809668854996,0.031296182,0.012011709716848,0.07617851
7,0.001853386577718358,0.031082917,0.010350142774846199,0.08217201
8,0.0017910280624443592,0.030385576,0.0012033880996031384,0.027924249
9,0.001753017241671402,0.030292839,0.004304268111369397,0.049329907
10,0.0016909228446183187,0.029906021,0.005933808702936827,0.054888036
11,0.0016572059763825201,0.029668333,0.004927792819337736,0.045657557
12,0.0016474759859305633,0.029470947,0.002372816861447562,0.037888654
13,0.0016136672946810557,0.029483797,0.00445131330048764,0.048250366
14,0.0016351239919403953,0.029125363,0.004075871659747421,0.04833235
