epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0003401134329312011,0.013775149,0.0003709209474095705,0.015341955
1,0.0003321388035303585,0.013625845,0.0006954767091488921,0.020302862
2,0.000342673986327466,0.013742797,0.0002075085884243248,0.011520309
3,0.0003240628874393627,0.013375553,0.00021600891510465908,0.010098907
4,0.0003285371767108153,0.01354077,6.946834060880268e-05,0.0063850135
5,0.00032030328156303,0.013225776,0.0005799711784113369,0.0207343
6,0.0003222098193101332,0.013275166,0.0005435644696599118,0.0163349
7,0.0003200516344994738,0.013121625,8.70686203885924e-05,0.0072719534
8,0.0003058549495120283,0.013050927,0.00034709120051597313,0.013442992
9,0.0003112749079290458,0.012797537,0.0016632365084109154,0.029406747
10,0.00031639121886621027,0.013150876,0.0007076833947433056,0.019737676
11,0.00030240638470777374,0.012895102,0.000598607296878443,0.019224249
12,0.00030992295850408575,0.013131873,0.00033945425396382826,0.013965249
13,0.00029381300175630455,0.012783944,0.0007221550820745926,0.020961108
14,0.0003088726039904731,0.012868643,0.0003711242775886338,0.01544569
