epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.01701186156696498,0.10637616,0.022118078237196366,0.12346601
1,0.016174016928425575,0.103568874,0.0164151754470103,0.10340011
2,0.01531637755911421,0.10101208,0.011888323061609194,0.08723137
3,0.014530515765207468,0.09824529,0.012678927172319663,0.08961163
4,0.013732960886781961,0.09540499,0.015264484616478098,0.1004072
5,0.013393357044399038,0.094301626,0.012591966568092939,0.08947553
6,0.012353693007224591,0.090085186,0.011867058394730153,0.08709076
7,0.012239840154727361,0.09025715,0.008646186654429847,0.07101498
8,0.011672265667430487,0.08772298,0.007392013284473497,0.06843417
9,0.011208012917870911,0.086258374,0.016307782706720435,0.10840482
10,0.010874668923390025,0.08489197,0.011080565347857502,0.08665733
11,0.010481401291033405,0.08309185,0.017445023110676035,0.109173514
12,0.010129983033155718,0.08171337,0.008132438778370495,0.07205591
13,0.00972086547008469,0.08015678,0.017949300617954442,0.10091112
14,0.009358921206836707,0.07836177,0.016812173266694926,0.107493676
