epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0006616208472235737,0.0190712,0.00044839774005899353,0.0163935
1,0.0006305193819993411,0.019031944,0.001718328689681492,0.030968864
2,0.0006241489615943039,0.018793581,0.0006732567610774723,0.019172732
3,0.0005976551472892378,0.018228708,0.00044180613914700484,0.017087055
4,0.000594269061079439,0.018006219,0.001915413100051917,0.033033963
5,0.0005748077937345903,0.017840052,0.0007573893030927452,0.022008823
6,0.0005757561314888036,0.017611144,0.0010892295598720712,0.02480133
7,0.0005616295896441972,0.017361376,0.0022624271794518228,0.03283894
8,0.0005450341998067775,0.01736251,0.001842228998575139,0.030272523
9,0.0005254936296137763,0.017134894,0.0009336716228351867,0.021562919
10,0.0005420630430664714,0.017088417,0.0003517039268678209,0.0131007405
11,0.0005091979970209343,0.016435973,0.0020694701602587697,0.033240926
12,0.0005032318039894933,0.016493514,0.00024271823370564238,0.011748303
13,0.0005015249812152995,0.01696628,0.0011781081735583938,0.027614197
14,0.00048344142595222914,0.015958348,0.0005470620243890387,0.019164424
