epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0005084604883351046,0.016685143,0.0007451859646050553,0.02095596
1,0.0004989849069275714,0.016758423,0.0010622804016135981,0.023949726
2,0.0005132903987319238,0.016443413,0.00031527895095214385,0.013153583
3,0.0004815481800069721,0.016250193,0.0016489158254426248,0.028239092
4,0.00048618304428535273,0.01640671,0.001122740546715526,0.024160877
5,0.0004538143961350719,0.01600112,0.0012967807077826894,0.028476682
6,0.00046840696420460173,0.015901899,0.0017514448145816445,0.03298712
7,0.00047538567856814784,0.016274286,0.0007258147306176703,0.019121395
8,0.000456674238213336,0.015906448,0.0006978370525863559,0.021740446
9,0.0004480403231538677,0.015748188,0.0006011169917445324,0.019970937
10,0.0004335415677895503,0.015471879,0.0002987526719173589,0.0135768475
11,0.000435324433475222,0.015372065,0.0027385541522703285,0.03767095
12,0.0004254363758614724,0.015266806,0.0007169587859934194,0.01801122
13,0.0004170456359720332,0.014964272,0.0001620389033904817,0.009182294
14,0.0004139261356445095,0.014833104,0.0007332500618198734,0.017452262
