,Reservoir_Size,State_noise,Sprectral_radius,Rmse_validation,Rmse_tr
0,30.0,0.5,1.3,0.09799567648153495,0.044741858816898024
1,40.101010101010104,0.5,1.3,0.08924063578074468,0.044741858816898024
2,50.2020202020202,0.5,1.3,0.10495200787611418,0.044741858816898024
3,60.3030303030303,0.5,1.3,0.07916907811921693,0.044741858816898024
4,70.4040404040404,0.5,1.3,0.0889907491186192,0.044741858816898024
5,80.5050505050505,0.5,1.3,0.09172599153981521,0.044741858816898024
6,90.6060606060606,0.5,1.3,0.08776826511242965,0.044741858816898024
7,100.7070707070707,0.5,1.3,0.08173541059172941,0.044741858816898024
8,110.8080808080808,0.5,1.3,0.09934928715195425,0.044741858816898024
9,120.9090909090909,0.5,1.3,0.0920494893970648,0.044741858816898024
10,131.010101010101,0.5,1.3,0.08072968513871054,0.044741858816898024
11,141.1111111111111,0.5,1.3,0.07633480337937128,0.044741858816898024
12,151.2121212121212,0.5,1.3,0.07795023891569772,0.044741858816898024
13,161.3131313131313,0.5,1.3,0.07439181870973798,0.044741858816898024
14,171.4141414141414,0.5,1.3,0.07895941780092124,0.044741858816898024
15,181.5151515151515,0.5,1.3,0.08575382286669737,0.044741858816898024
16,191.6161616161616,0.5,1.3,0.07972033661224252,0.044741858816898024
17,201.7171717171717,0.5,1.3,0.07663105373814172,0.044741858816898024
18,211.8181818181818,0.5,1.3,0.07898528496283895,0.044741858816898024
19,221.91919191919192,0.5,1.3,0.07751218836542982,0.044741858816898024
20,232.02020202020202,0.5,1.3,0.08430437585137399,0.044741858816898024
21,242.1212121212121,0.5,1.3,0.08227731598346706,0.044741858816898024
22,252.2222222222222,0.5,1.3,0.0812320374674486,0.044741858816898024
23,262.32323232323233,0.5,1.3,0.09384802186101675,0.044741858816898024
24,272.4242424242424,0.5,1.3,0.08513212384875268,0.044741858816898024
25,282.52525252525254,0.5,1.3,0.07424969644617786,0.044741858816898024
26,292.6262626262626,0.5,1.3,0.08591404333810554,0.044741858816898024
27,302.7272727272727,0.5,1.3,0.09078977328793605,0.044741858816898024
28,312.8282828282828,0.5,1.3,0.08588595943738687,0.044741858816898024
29,322.9292929292929,0.5,1.3,0.09102021626306356,0.044741858816898024
30,333.030303030303,0.5,1.3,0.07964082989053704,0.044741858816898024
31,343.1313131313131,0.5,1.3,0.08197529641881475,0.044741858816898024
32,353.2323232323232,0.5,1.3,0.08300311568552389,0.044741858816898024
33,363.3333333333333,0.5,1.3,0.08718178946594533,0.044741858816898024
34,373.4343434343434,0.5,1.3,0.0933480060182491,0.044741858816898024
35,383.5353535353535,0.5,1.3,0.08753049212662618,0.044741858816898024
36,393.6363636363636,0.5,1.3,0.08124734324509657,0.044741858816898024
37,403.73737373737373,0.5,1.3,0.09146223847509882,0.044741858816898024
38,413.83838383838383,0.5,1.3,0.08697365086542294,0.044741858816898024
39,423.93939393939394,0.5,1.3,0.08701965382566411,0.044741858816898024
40,434.04040404040404,0.5,1.3,0.089094649224267,0.044741858816898024
41,444.1414141414141,0.5,1.3,0.08269025705966916,0.044741858816898024
42,454.2424242424242,0.5,1.3,0.09211479663256084,0.044741858816898024
43,464.3434343434343,0.5,1.3,0.07984442089875826,0.044741858816898024
44,474.4444444444444,0.5,1.3,0.08871276235670017,0.044741858816898024
45,484.5454545454545,0.5,1.3,0.08504367495322632,0.044741858816898024
46,494.6464646464646,0.5,1.3,0.09247738545353246,0.044741858816898024
47,504.7474747474747,0.5,1.3,0.08851709555700465,0.044741858816898024
48,514.8484848484848,0.5,1.3,0.08988492366586529,0.044741858816898024
49,524.9494949494949,0.5,1.3,0.09727120739878757,0.044741858816898024
50,535.0505050505051,0.5,1.3,0.09356134030442002,0.044741858816898024
51,545.1515151515151,0.5,1.3,0.0961115762225507,0.044741858816898024
52,555.2525252525252,0.5,1.3,0.0938515121076617,0.044741858816898024
53,565.3535353535353,0.5,1.3,0.09194034057351858,0.044741858816898024
54,575.4545454545454,0.5,1.3,0.09057651212174822,0.044741858816898024
55,585.5555555555555,0.5,1.3,0.10040515281637753,0.044741858816898024
56,595.6565656565656,0.5,1.3,0.09095887004300988,0.044741858816898024
57,605.7575757575758,0.5,1.3,0.09967118923075022,0.044741858816898024
58,615.8585858585858,0.5,1.3,0.09987996281439285,0.044741858816898024
59,625.959595959596,0.5,1.3,0.08721668500250256,0.044741858816898024
60,636.060606060606,0.5,1.3,0.0929895328715852,0.044741858816898024
61,646.1616161616162,0.5,1.3,0.09573514708592078,0.044741858816898024
62,656.2626262626262,0.5,1.3,0.10178267428223989,0.044741858816898024
63,666.3636363636364,0.5,1.3,0.09269166255739121,0.044741858816898024
64,676.4646464646464,0.5,1.3,0.09859695234022083,0.044741858816898024
65,686.5656565656565,0.5,1.3,0.09429258451262845,0.044741858816898024
66,696.6666666666666,0.5,1.3,0.09734604789164761,0.044741858816898024
67,706.7676767676767,0.5,1.3,0.095828145915721,0.044741858816898024
68,716.8686868686868,0.5,1.3,0.0975630809415935,0.044741858816898024
69,726.9696969696969,0.5,1.3,0.08812148734051545,0.044741858816898024
70,737.070707070707,0.5,1.3,0.09561053684685049,0.044741858816898024
71,747.1717171717171,0.5,1.3,0.09152942826159889,0.044741858816898024
72,757.2727272727273,0.5,1.3,0.09443842428981912,0.044741858816898024
73,767.3737373737373,0.5,1.3,0.09619940328857549,0.044741858816898024
74,777.4747474747475,0.5,1.3,0.10181799096126584,0.044741858816898024
75,787.5757575757575,0.5,1.3,0.10887810171086479,0.044741858816898024
76,797.6767676767677,0.5,1.3,0.09992105532675503,0.044741858816898024
77,807.7777777777777,0.5,1.3,0.10005093156086772,0.044741858816898024
78,817.8787878787879,0.5,1.3,0.09824675807097671,0.044741858816898024
79,827.9797979797979,0.5,1.3,0.09176753615085409,0.044741858816898024
80,838.0808080808081,0.5,1.3,0.10599950107820215,0.044741858816898024
81,848.1818181818181,0.5,1.3,0.10237469286349969,0.044741858816898024
82,858.2828282828282,0.5,1.3,0.10053324198894201,0.044741858816898024
83,868.3838383838383,0.5,1.3,0.1105951164578316,0.044741858816898024
