,Reservoir_Size,State_noise,Sprectral_radius,Rmse_val_mean,Rmse_val_std,Rmse_val_min,Rmse_val_max,Rmse_tr_mean,Rmse_tr_std
0,900,0.001,1.0,5.445833173705443,4.208730349046429,1.5427199436583023,12.544902118313608,0.04959936270412347,2.0823728756733704e-05
1,900,0.027263157894736843,1.0,0.48447437926783427,0.15018789930624132,0.31373359411190266,0.687633399688355,0.04959936270412347,7.595442834114959e-05
2,900,0.053526315789473686,1.0,0.11672931946894563,0.07547736543444288,0.03599748579748686,0.2178099129964169,0.04959936270412347,0.00017599607723955388
3,900,0.07978947368421052,1.0,0.03648084885145066,0.008396518787864186,0.026156407577856255,0.049516220560796444,0.04959936270412347,0.00035146367090961366
4,900,0.10605263157894737,1.0,0.03325723225176393,0.0031872290209861215,0.028292034335514693,0.036816121265222136,0.04959936270412347,0.0003557166460667512
5,900,0.13231578947368422,1.0,0.03248028447701014,0.0025854491641370166,0.028178004010423162,0.03506400651513595,0.04959936270412347,0.0005979801820121868
6,900,0.15857894736842104,1.0,0.032978240979743924,0.0024284490807962335,0.02918779371010585,0.03541121389771334,0.04959936270412347,0.0007624042743393937
7,900,0.1848421052631579,1.0,0.034325586992468266,0.002372962621096175,0.030505098005413667,0.03645110550302232,0.04959936270412347,0.0006229477823293463
8,900,0.21110526315789474,1.0,0.036157700931516316,0.002461804448549215,0.031903815804551254,0.03776244797569067,0.04959936270412347,0.0009290535353642299
9,900,0.2373684210526316,1.0,0.03867319068802078,0.0034773272002445923,0.03330512017867258,0.0430374879026346,0.04959936270412347,0.0008616759264575466
10,900,0.26363157894736844,1.0,0.039421075900763616,0.00277083511335126,0.034679619699586016,0.041701470633535825,0.04959936270412347,0.000782580028419604
11,900,0.28989473684210526,1.0,0.04167450484924952,0.003715656883887936,0.036016908626076795,0.046452487651062836,0.04959936270412347,0.001181488924998466
12,900,0.3161578947368421,1.0,0.04200291781404972,0.002706952524221183,0.03731448242186949,0.043598611300041515,0.04959936270412347,0.0007434262615037202
13,900,0.34242105263157896,1.0,0.04246528589927279,0.0026759541486964947,0.03857324232364893,0.04498247885180938,0.04959936270412347,0.0008369710913341991
14,900,0.3686842105263158,1.0,0.044396357192713516,0.00269696305120297,0.03979550376767591,0.04637446158285174,0.04959936270412347,0.0010259738325069686
15,900,0.39494736842105266,1.0,0.0463313152829429,0.0031449710281285493,0.040984053640459005,0.04908592503929142,0.04959936270412347,0.0009110440556237019
16,900,0.4212105263157895,1.0,0.0468817849913218,0.0027916719487907815,0.04214169019168159,0.04904996926384069,0.04959936270412347,0.0008700152630554607
17,900,0.4474736842105263,1.0,0.04859081140522024,0.003086824198041204,0.043271004348107336,0.05081600012020493,0.04959936270412347,0.0011208483164712147
18,900,0.4737368421052632,1.0,0.04958937074320205,0.003015734158462307,0.04437428899312911,0.051571207114753034,0.04959936270412347,0.0011221458182406488
19,900,0.5,1.0,0.05040173611334074,0.002912512449529372,0.04545351751994218,0.052772961672694546,0.04959936270412347,0.0011930740637487855
20,900,0.001,1.0517241379310345,6.570339958936429,4.303082965733144,1.891612365821416,11.057643153731282,0.04959936270412347,4.0309989268457655e-05
21,900,0.027263157894736843,1.0517241379310345,0.42299433621108073,0.252863207210575,0.024351152045412185,0.7148752959181995,0.04959936270412347,0.00016976581681830098
22,900,0.053526315789473686,1.0517241379310345,0.25522777759278603,0.19695670633589255,0.06146697331917334,0.5788542893875986,0.04959936270412347,0.000256732496691627
23,900,0.07978947368421052,1.0517241379310345,0.03575401530205909,0.009777156561458758,0.024240020325176737,0.05127005933945166,0.04959936270412347,0.0002500767143804238
24,900,0.10605263157894737,1.0517241379310345,0.033244993550920116,0.0038924826404208167,0.027168318469544175,0.03665273628844617,0.04959936270412347,0.00034019821803397027
25,900,0.13231578947368422,1.0517241379310345,0.031481099973352585,0.0026775801606250173,0.027233389834605423,0.03439568884700684,0.04959936270412347,0.00042435902748115973
26,900,0.15857894736842104,1.0517241379310345,0.03225146612359545,0.00244782475079591,0.02828402048112172,0.034520632278066864,0.04959936270412347,0.00048030861246753874
27,900,0.1848421052631579,1.0517241379310345,0.034017155648652354,0.0025482635760706806,0.02961021376671896,0.03570491921174309,0.04959936270412347,0.0006691923037559479
28,900,0.21110526315789474,1.0517241379310345,0.03494137020186079,0.00233719625827404,0.031004413371880833,0.03672057335435141,0.04959936270412347,0.0006711591869119413
29,900,0.2373684210526316,1.0517241379310345,0.036116913781020915,0.0023346667418766114,0.03239438249903638,0.03816041956398742,0.04959936270412347,0.0006601881359857469
30,900,0.26363157894736844,1.0517241379310345,0.03668928507635982,0.0028432212956145003,0.03375410253340227,0.039599864681922836,0.04959936270412347,0.000651342650148781
31,900,0.28989473684210526,1.0517241379310345,0.03978877359101443,0.0027659276613055854,0.03507515279450222,0.04216387110847703,0.04959936270412347,0.000703541317363667
32,900,0.3161578947368421,1.0517241379310345,0.04063812717291974,0.0024996109123107714,0.036356229357383994,0.04241120589540924,0.04959936270412347,0.0010500050792489907
33,900,0.34242105263157896,1.0517241379310345,0.041301488881921644,0.0026015357602844455,0.037598944186496605,0.043766232738489015,0.04959936270412347,0.0007736748050248113
34,900,0.3686842105263158,1.0517241379310345,0.043480878306111484,0.0026998717236708576,0.038806018983949406,0.04510545867282872,0.04959936270412347,0.000807305908563383
35,900,0.39494736842105266,1.0517241379310345,0.04358035571339842,0.0028781025161832867,0.03998046818593742,0.04645433256916771,0.04959936270412347,0.0008310528012808535
36,900,0.4212105263157895,1.0517241379310345,0.045095617730177034,0.0027650028155088067,0.041125221076729376,0.047770343966816516,0.04959936270412347,0.000879504525879976
37,900,0.4474736842105263,1.0517241379310345,0.047598510239757,0.003145755151243101,0.04224295207431367,0.050316163974922265,0.04959936270412347,0.001293825780692748
38,900,0.4737368421052632,1.0517241379310345,0.048071019453800407,0.0027959762640092285,0.04333601534872643,0.05029834821962715,0.04959936270412347,0.0010619846715738776
39,900,0.5,1.0517241379310345,0.048863880317402714,0.002818346878528933,0.04440643368999046,0.05150903590004927,0.04959936270412347,0.0011951479098982307
40,900,0.001,1.103448275862069,4.033436786282692,3.442824843668122,1.5657642797973312,9.970858976618388,0.04959936270412347,3.3858924811340484e-05
41,900,0.027263157894736843,1.103448275862069,0.5667892257019993,0.1113437670965153,0.43851749369509396,0.7233111370087227,0.04959936270412347,0.00011799390862922456
42,900,0.053526315789473686,1.103448275862069,0.1169254567740084,0.07348723530684288,0.05004277814437923,0.23652630654299536,0.04959936270412347,0.0001606661420446102
43,900,0.07978947368421052,1.103448275862069,0.04683535686343845,0.01710328587996766,0.030227196763343785,0.07360848934702782,0.04959936270412347,0.00024481724392798966
44,900,0.10605263157894737,1.103448275862069,0.03442807192111597,0.0063738139874644625,0.02626771216575161,0.043749644859786115,0.04959936270412347,0.00031834861394620473
45,900,0.13231578947368422,1.103448275862069,0.030684769252212314,0.00266519501768254,0.02650022472020044,0.03359271229368271,0.04959936270412347,0.0004637476853728372
46,900,0.15857894736842104,1.103448275862069,0.03145350641964445,0.0024002579532065704,0.027586643922175896,0.033647672441529025,0.04959936270412347,0.00045697923945512336
47,900,0.1848421052631579,1.103448275862069,0.03394298707904331,0.0032026901892636917,0.028917511910079834,0.03783246637784223,0.04959936270412347,0.0007551261985967428
48,900,0.21110526315789474,1.103448275862069,0.03386160974479926,0.0022420195075944917,0.03030417160436139,0.035880024615285507,0.04959936270412347,0.0005827868488189193
49,900,0.2373684210526316,1.103448275862069,0.03561655078651496,0.002288539101913554,0.031680964650654606,0.037275586261162695,0.04959936270412347,0.0008544328529972701
50,900,0.26363157894736844,1.103448275862069,0.03770856480124567,0.002855702547258644,0.03302480772917313,0.040758607257319765,0.04959936270412347,0.0009807808676366445
51,900,0.28989473684210526,1.103448275862069,0.038464779936481036,0.00239185822696428,0.03432878427289453,0.040062958523457134,0.04959936270412347,0.0007152098393597525
52,900,0.3161578947368421,1.103448275862069,0.03959180779917669,0.0023554555337192556,0.03559246124380869,0.04142614622987143,0.04959936270412347,0.0008437768911333964
53,900,0.34242105263157896,1.103448275862069,0.040894361789328176,0.0024056485713405177,0.036818005710881174,0.04275924242346851,0.04959936270412347,0.0008109304549411288
54,900,0.3686842105263158,1.103448275862069,0.043888233552455726,0.00408971957737682,0.03800851338012176,0.049571755094821125,0.04959936270412347,0.00188338370025199
55,900,0.39494736842105266,1.103448275862069,0.04331446879185044,0.0025011437106401695,0.039167257359076696,0.0453222918546094,0.04959936270412347,0.0010609802040632951
56,900,0.4212105263157895,1.103448275862069,0.04454602738097917,0.0025581309066194814,0.04029734891311314,0.04656058988768509,0.04959936270412347,0.0010228893980811884
57,900,0.4474736842105263,1.103448275862069,0.045951752431352626,0.0026565870814276565,0.041401593092587785,0.047840183875963456,0.04959936270412347,0.0009271130821944184
58,900,0.4737368421052632,1.103448275862069,0.04684046219023778,0.0026581243836903043,0.04248243989984495,0.049088767450341284,0.04959936270412347,0.0009834601690481878
59,900,0.5,1.103448275862069,0.047942156888620295,0.0027029424162855623,0.04354198309781949,0.05030550431777495,0.04959936270412347,0.0009537048873546275
60,900,0.001,1.1551724137931034,4.054363935699319,2.385008988748912,2.4763484499019754,8.177030400063323,0.04959936270412347,3.404131151106186e-05
61,900,0.027263157894736843,1.1551724137931034,0.5434235496630457,0.1226465165627995,0.41608906030528303,0.7177436774148039,0.04959936270412347,0.00011320518878508853
